0.04643990929705133,-143807.44680008903,-812431.4073521737,1
0.04643990929704955,-155996.04491678913,-831881.8949570145,1
0.04643990929704955,-148942.45220773615,-593110.6017418294,1
0.04643990929704955,-161143.60269992315,-810942.0604252397,1
0.04643990929704955,-156461.72414777888,-823481.0789463987,1
0.04643990929704955,-145018.25966818703,-575744.8525485453,1
0.04643990929704955,-144288.46285644887,-810904.107013219,1
0.0928798185940991,-137719.37330438037,-1011236.7578409927,1
0.04643990929704955,-149296.51200752598,-814266.3558799917,1
0.0928798185940991,-140315.61710233227,-1009394.3933872714,1
